"Sample ID","Strain","IR Type","IR Location","Timepoint","Radiaion Dose_cGy","Focus Area","Condition","Description","Gender"
"TRX-TE-MSP-0623","Balb_cJ","Xray","TBI","1","433","FA1","Training","TnE_Training_4Gy_FA1","Male"
"TRX-TE-MSP-0942","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0732","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-BCP-0001","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0916","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-XBC-0001","Balb_cJ","Xray","TBI","14","200","na","Control","Xray_Balb_Control","Female"
"TRX-TE-MSP-0761","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-1019","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-DIRP-0062","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0613","Balb_cJ","Xray","TBI","90","108","FA2","Training","TnE_Training_1Gy_FA2","Female"
"TRX-TE-MSP-0731","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0924","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0974","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-XBC-0002","Balb_cJ","Xray","TBI","1","400","na","Control","Xray_Balb_Control","Female"
"TRX-DIRP-0063","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0682","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0591","Balb_cJ","Control","na","130","0","FA2","Training","TnE_Baseline_0Gy_FA2","Male"
"TRX-TE-MSP-1010","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0788","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0635","Balb_cJ","Xray","TBI","90","433","FA2","Training","TnE_Training_4Gy_FA2","Male"
"TRX-TE-MSP-0985","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0756","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0961","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-BCP-0002","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0809","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0773","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-1032","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0912","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0783","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-DIRP-0064","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-BCP-0003","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0872","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0577","Balb_cJ","Control","na","1","0","FA1","Training","TnE_Baseline_0Gy_FA1","Female"
"TRX-XBC-0003","Balb_cJ","Xray","TBI","1","200","na","Control","Xray_Balb_Control","Female"
"TRX-TE-MSP-1020","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0676","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-BCP-0004","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0754","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0619","Balb_cJ","Xray","TBI","150","108","FA2","Training","TnE_Training_1Gy_FA2","Male"
"TRX-XBC-0004","Balb_cJ","Xray","TBI","1","100","na","Control","Xray_Balb_Control","Male"
"TRX-TE-MSP-1037","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0995","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0882","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0603","Balb_cJ","Xray","TBI","6","108","FA1","Training","TnE_Training_1Gy_FA1","Male"
"TRX-TE-MSP-0813","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0737","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-DIRP-0065","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0901","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0663","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0855","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0817","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0925","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0678","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-BCP-0005","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-XBC-0005","Balb_cJ","Xray","TBI","6","200","na","Control","Xray_Balb_Control","Male"
"TRX-TE-MSP-0691","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-1045","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-DIRP-0066","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0657","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0629","Balb_cJ","Xray","TBI","6","433","FA1","Training","TnE_Training_4Gy_FA1","Female"
"TRX-TE-MSP-0865","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-DIRP-0067","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-BCP-0006","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0597","Balb_cJ","Control","na","150","0","FA2","Training","TnE_Baseline_0Gy_FA2","Female"
"TRX-TE-MSP-0753","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0641","Balb_cJ","Xray","TBI","130","433","FA2","Training","TnE_Training_4Gy_FA2","Female"
"TRX-TE-MSP-0941","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0965","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0699","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0673","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0964","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-XBC-0006","Balb_cJ","Control","na","14","0","na","Control","Xray_Balb_Control","Male"
"TRX-TE-MSP-0904","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0824","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0957","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0675","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-BCP-0007","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0650","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0609","Balb_cJ","Xray","TBI","14","108","FA1","Training","TnE_Training_1Gy_FA1","Female"
"TRX-TE-MSP-1038","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-XBC-0007","Balb_cJ","Control","na","6","0","na","Control","Xray_Balb_Control","Female"
"TRX-TE-MSP-0861","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0959","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-DIRP-0068","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-XBC-0008","Balb_cJ","Xray","TBI","1","400","na","Control","Xray_Balb_Control","Male"
"TRX-TE-MSP-0718","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0583","Balb_cJ","Control","na","14","0","FA1","Training","TnE_Baseline_0Gy_FA1","Male"
"TRX-TE-MSP-0767","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0836","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0780","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0906","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-DIRP-0069","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0869","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0665","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-BCP-0008","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0945","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-DIRP-0070","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0811","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0589","Balb_cJ","Control","na","90","0","FA2","Training","TnE_Baseline_0Gy_FA2","Female"
"TRX-TE-MSP-0936","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0962","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0714","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0973","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-BCP-0009","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0816","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0981","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-XBC-0009","Balb_cJ","Xray","TBI","6","100","na","Control","Xray_Balb_Control","Female"
"TRX-TE-MSP-0599","Balb_cJ","Xray","TBI","1","108","FA1","Training","TnE_Training_1Gy_FA1","Male"
"TRX-TE-MSP-0841","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-XBC-0010","Balb_cJ","Control","na","6","0","na","Control","Xray_Balb_Control","Male"
"TRX-TE-MSP-0717","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0821","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-BCP-0010","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-1036","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0624","Balb_cJ","Xray","TBI","1","433","FA1","Training","TnE_Training_4Gy_FA1","Male"
"TRX-TE-MSP-0777","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-1006","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-DIRP-0071","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0988","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0681","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0615","Balb_cJ","Xray","TBI","130","108","FA2","Training","TnE_Training_1Gy_FA2","Male"
"TRX-TE-MSP-0907","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0741","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-DIRP-0072","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0923","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-XBC-0011","Balb_cJ","Xray","TBI","14","200","na","Control","Xray_Balb_Control","Male"
"TRX-TE-MSP-0680","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0903","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0579","Balb_cJ","Control","na","6","0","FA1","Training","TnE_Baseline_0Gy_FA1","Male"
"TRX-TE-MSP-0692","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-1002","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-BCP-0011","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0674","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-BCP-0012","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0927","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0605","Balb_cJ","Xray","TBI","6","108","FA1","Training","TnE_Training_1Gy_FA1","Female"
"TRX-TE-MSP-0703","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-DIRP-0073","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-1023","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-XBC-0012","Balb_cJ","Xray","TBI","6","100","na","Control","Xray_Balb_Control","Male"
"TRX-TE-MSP-0888","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0637","Balb_cJ","Xray","TBI","90","433","FA2","Training","TnE_Training_4Gy_FA2","Female"
"TRX-TE-MSP-0953","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0664","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-XBC-0013","Balb_cJ","Xray","TBI","1","400","na","Control","Xray_Balb_Control","Male"
"TRX-TE-MSP-0633","Balb_cJ","Xray","TBI","14","433","FA1","Training","TnE_Training_4Gy_FA1","Female"
"TRX-TE-MSP-0683","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0873","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-TE-MSP-0766","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0789","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0656","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Female"
"TRX-TE-MSP-0849","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-BCP-0013","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0810","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-DIRP-0074","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0952","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0799","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0889","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-DIRP-0075","C57BL6","pool","pool","pool","na","na","BatchRef","Diff_IR_Pelts_Pool","Male"
"TRX-TE-MSP-0784","Balb_cJ","Xray","na","na","na","FA1","Blinded","TnE_Phase1b_Blinded_FA1","Male"
"TRX-TE-MSP-0585","Balb_cJ","Control","na","14","0","FA1","Training","TnE_Baseline_0Gy_FA1","Female"
"TRX-TE-MSP-0868","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-BCP-0014","Balb_cJ","pool","pool","pool","na","na","BatchQC","BalbC_Pool","Mix"
"TRX-TE-MSP-0986","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Male"
"TRX-TE-MSP-0897","Balb_cJ","Xray","na","na","na","FA2","Blinded","TnE_Phase1b_Blinded_FA2","Female"
"TRX-XBC-0014","Balb_cJ","Control","na","14","0","na","Control","Xray_Balb_Control","Male"
